# 02805 shared playground — week 4 release (frozen snapshot, 2026-09-15)
# Philosophers on English Wikipedia, born before 1900: everyone in the seven lists
# 'List of philosophers born in the centuries BC' ... 'born in the 19th century'
# (redirects resolved). 1444 philosophers. era = the list they appear in;
# subfields = any of Wikipedia's subfield lists they are also on. node_id matches
# week4_philosophers_edges.tsv.
node_id	name	wikidata_id	url	era	subfields	description
Jakob_Sigismund_Beck	Jakob Sigismund Beck	Q70666	https://en.wikipedia.org/wiki/Jakob_Sigismund_Beck	18th century		Jakob Sigismund Beck was a German philosopher.
Jalal_al-Din_Davani	Jalal al-Din Davani	Q4116938	https://en.wikipedia.org/wiki/Jalal_al-Din_Davani	15th and 16th centuries		Jalal al-Din al-Dawani, also known as Allama Davani, was a theologian, philosopher, jurist, and poet, who is considered to have been one of the leading scholars in late 15th-century Iran.
Jamal_al-Din_al-Afghani	Jamal al-Din al-Afghani	Q298434	https://en.wikipedia.org/wiki/Jamal_al-Din_al-Afghani	19th century		Sayyid Jamāl al-Dīn al-Afghānī, also known as Jamāl ad-Dīn Asadābādī and commonly known as Al-Afghani, was a political activist and Islamic ideologist who travelled throughout the Muslim world during the late 19th century.
James_Beattie_(poet)	James Beattie (poet)	Q915031	https://en.wikipedia.org/wiki/James_Beattie_(poet)	18th century		James Beattie was a Scottish poet, moralist, and philosopher.
James_Bryce,_1st_Viscount_Bryce	James Bryce, 1st Viscount Bryce	Q336497	https://en.wikipedia.org/wiki/James_Bryce,_1st_Viscount_Bryce	19th century		James Bryce, 1st Viscount Bryce,, was a British academic, jurist, historian, diplomat, and Liberal politician.
James_Burnett,_Lord_Monboddo	James Burnett, Lord Monboddo	Q1680084	https://en.wikipedia.org/wiki/James_Burnett,_Lord_Monboddo	18th century		James Burnett, Lord Monboddo was a Scottish judge, scholar of linguistic evolution, philosopher and deist.
James_Clerk_Maxwell	James Clerk Maxwell	Q9095	https://en.wikipedia.org/wiki/James_Clerk_Maxwell	19th century		James Clerk Maxwell was a Scottish physicist and mathematician who was responsible for the classical theory of electromagnetic radiation, which was the first theory to describe electricity, magnetism and light as different manifestations of the same phenomenon.
James_Dalrymple,_1st_Viscount_of_Stair	James Dalrymple, 1st Viscount of Stair	Q6186740	https://en.wikipedia.org/wiki/James_Dalrymple,_1st_Viscount_of_Stair	17th century		James Dalrymple, 1st Viscount Stair was a Scottish lawyer and statesman, and a key influence on the Scottish Enlightenment.
James_Edwin_Creighton	James Edwin Creighton	Q15516850	https://en.wikipedia.org/wiki/James_Edwin_Creighton	19th century		James Edwin Creighton was an American idealist philosopher, Cornell academic.
James_Frederick_Ferrier	James Frederick Ferrier	Q3161092	https://en.wikipedia.org/wiki/James_Frederick_Ferrier	19th century	epistemologists	James Frederick Ferrier was a Scottish metaphysical writer and philosopher.
James_Harrington_(author)	James Harrington (author)	Q969183	https://en.wikipedia.org/wiki/James_Harrington_(author)	17th century		James Harrington was an English political theorist known for his contributions to classical republican thought.
James_Hutchison_Stirling	James Hutchison Stirling	Q2556195	https://en.wikipedia.org/wiki/James_Hutchison_Stirling	19th century		James Hutchison Stirling was a Scottish idealist philosopher and physician.
James_Mark_Baldwin	James Mark Baldwin	Q553132	https://en.wikipedia.org/wiki/James_Mark_Baldwin	19th century		James Mark Baldwin was an American philosopher and psychologist who was educated at Princeton under the supervision of Scottish philosopher James McCosh and who was one of the founders of the Department of Psychology at Princeton and the University of Toronto.
James_Martineau	James Martineau	Q1680771	https://en.wikipedia.org/wiki/James_Martineau	19th century	ethicists	James Martineau was a British religious philosopher influential in the history of Unitarianism.
James_McCosh	James McCosh	Q6139232	https://en.wikipedia.org/wiki/James_McCosh	19th century		James McCosh was a philosopher of the Scottish School of Common Sense.
James_Mill	James Mill	Q271666	https://en.wikipedia.org/wiki/James_Mill	18th century	ethicists	James Mill was a Scottish historian, economist, and political theorist, who was a founder of the Ricardian school of economics.
James_Sully	James Sully	Q1426993	https://en.wikipedia.org/wiki/James_Sully	19th century		James Sully was an English psychologist, philosopher and writer.
James_Ward_(psychologist)	James Ward (psychologist)	Q6145127	https://en.wikipedia.org/wiki/James_Ward_(psychologist)	19th century		James Ward was an English psychologist and philosopher.
James_of_Viterbo	James of Viterbo	Q352625	https://en.wikipedia.org/wiki/James_of_Viterbo	11th through 14th centuries		James of Viterbo, born Giacomo Capocci, was an Italian Roman Catholic Augustinian friar and Scholastic theologian, who later became Archbishop of Naples.
Jan_Hus	Jan Hus	Q43977	https://en.wikipedia.org/wiki/Jan_Hus	11th through 14th centuries		Jan Hus, sometimes anglicized as John Goose or John Huss, and referred to in historical texts as Iohannes Hus or Johannes Huss, was a Czech Christian theologian and philosopher who became a Church reformer and the inspiration of Hussitism, a key predecessor to Protestantism, and a seminal figure in 
Jan_Łukasiewicz	Jan Łukasiewicz	Q313454	https://en.wikipedia.org/wiki/Jan_%C5%81ukasiewicz	19th century		Jan Leopold Łukasiewicz was a Polish logician, and philosopher who is best known for Polish notation and Łukasiewicz logic.
Jan_Śniadecki	Jan Śniadecki	Q536339	https://en.wikipedia.org/wiki/Jan_%C5%9Aniadecki	18th century		Jan Śniadecki was a Polish mathematician, philosopher, and astronomer at the turn of the 18th and 19th centuries.
Jayanta_Bhatta	Jayanta Bhatta	Q15457107	https://en.wikipedia.org/wiki/Jayanta_Bhatta	1st through 10th centuries	logicians	Jayanta Bhatta was a poet, teacher, logician, and an advisor to King Sankaravarman of Kashmir.
Jayatirtha	Jayatirtha	Q6167696	https://en.wikipedia.org/wiki/Jayatirtha	11th through 14th centuries	epistemologists, metaphysicians	Jayatirtha, also known as Teekacharya, was a Hindu philosopher, dialectician, polemicist and the sixth pontiff of Madhvacharya Peetha from.
Je_Tsongkhapa	Je Tsongkhapa	Q323439	https://en.wikipedia.org/wiki/Je_Tsongkhapa	11th through 14th centuries		Tsongkhapa was an influential Tibetan Buddhist monk, philosopher, and tantric yogi, whose activities led to the formation of the Gelug school of Tibetan Buddhism.
Jean-Baptiste_Lamarck	Jean-Baptiste Lamarck	Q82122	https://en.wikipedia.org/wiki/Jean-Baptiste_Lamarck	18th century		Jean-Baptiste Pierre Antoine de Monet, chevalier de Lamarck, often known simply as Lamarck, was a French naturalist, biologist, academic, and soldier.
Jean-Jacques_Rousseau	Jean-Jacques Rousseau	Q6527	https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau	18th century		Jean-Jacques Rousseau was a Genevan philosopher, philosophe, writer, and composer.
Jean-Pierre_de_Crousaz	Jean-Pierre de Crousaz	Q115938	https://en.wikipedia.org/wiki/Jean-Pierre_de_Crousaz	17th century		Jean-Pierre de Crousaz was a Swiss theologian and philosopher.
Jean_Anthelme_Brillat-Savarin	Jean Anthelme Brillat-Savarin	Q313027	https://en.wikipedia.org/wiki/Jean_Anthelme_Brillat-Savarin	18th century	aestheticians	Jean Anthelme Brillat-Savarin was a French lawyer and politician, who, as the author of Physiologie du goût, became celebrated for his culinary reminiscences and reflections on the craft and science of cookery and the art of eating.
Jean_Bodin	Jean Bodin	Q190944	https://en.wikipedia.org/wiki/Jean_Bodin	15th and 16th centuries	social and political philosophers	Jean Bodin was a French jurist and political philosopher, member of the Parlement of Paris and professor of law at the University of Toulouse.
Jean_Buridan	Jean Buridan	Q275500	https://en.wikipedia.org/wiki/Jean_Buridan	11th through 14th centuries	logicians, metaphysicians	Jean Buridan was an influential 14th‑century French scholastic philosopher.
Jean_Gerson	Jean Gerson	Q281179	https://en.wikipedia.org/wiki/Jean_Gerson	11th through 14th centuries		Jean Charlier de Gerson was a French Roman Catholic scholar, educator, reformer, and poet, Chancellor of the University of Paris, a guiding influence of the conciliar movement and one of the most prominent theologians at the Council of Constance.
Jean_Le_Clerc_(theologian)	Jean Le Clerc (theologian)	Q116022	https://en.wikipedia.org/wiki/Jean_Le_Clerc_(theologian)	17th century		Jean Le Clerc, also Johannes Clericus, was a Genevan theologian, biblical scholar, and journalist.
Jean_Le_Rond_d'Alembert	Jean Le Rond d'Alembert	Q153232	https://en.wikipedia.org/wiki/Jean_Le_Rond_d%27Alembert	18th century		Jean Le Rond d'Alembert was a French mathematician, physicist, philosopher, and music theorist.
Jean_Piaget	Jean Piaget	Q123190	https://en.wikipedia.org/wiki/Jean_Piaget	19th century	epistemologists	Jean William Fritz Piaget was a Swiss psychologist known for his work on child development.
Jean_Wahl	Jean Wahl	Q573120	https://en.wikipedia.org/wiki/Jean_Wahl	19th century		Jean André Wahl was a French philosopher.
Jeremy_Bentham	Jeremy Bentham	Q60887	https://en.wikipedia.org/wiki/Jeremy_Bentham	18th century	ethicists, social and political philosophers	Jeremy Bentham was an English philosopher, jurist, and social reformer regarded as the founder of modern utilitarianism.
Jerome_Frank	Jerome Frank	Q536718	https://en.wikipedia.org/wiki/Jerome_Frank	19th century		Jerome New Frank was an American legal philosopher and author who played a leading role in the legal realism movement.
Jesus	Jesus	Q302	https://en.wikipedia.org/wiki/Jesus	1st through 10th centuries	ethicists	Jesus, also known as Jesus Christ, Jesus of Nazareth, and by various other names and titles, was a 1st-century Jewish preacher and religious leader in the Roman province of Judaea.
Ji_Kang	Ji Kang	Q468712	https://en.wikipedia.org/wiki/Ji_Kang	1st through 10th centuries		Ji Kang, sometimes referred to as Xi Kang, courtesy name Shuye, was a Chinese composer, essayist, philosopher, and poet of the Three Kingdoms period.
Jia_Yi	Jia Yi	Q301650	https://en.wikipedia.org/wiki/Jia_Yi	centuries BC		Jia Yi was a Chinese essayist, poet and politician of the Western Han dynasty, best known as one of the earliest known writers of fu rhapsody and for his essay "Disquisition Finding Fault with Qin", which criticises the Qin dynasty and describes Jia's opinions on the reasons for its collapse.
Jiddu_Krishnamurti	Jiddu Krishnamurti	Q179266	https://en.wikipedia.org/wiki/Jiddu_Krishnamurti	19th century		Jiddu Krishnamurti was an Indian spiritual figure, speaker, and writer.
Jinul	Jinul	Q704894	https://en.wikipedia.org/wiki/Jinul	11th through 14th centuries		Jinul Puril Bojo Daesa, often called Jinul or Chinul for short, was a Korean monk of the Goryeo period, who is considered to be the most influential figure in the formation of Korean Seon Buddhism.
Joachim_Jungius	Joachim Jungius	Q71026	https://en.wikipedia.org/wiki/Joachim_Jungius	15th and 16th centuries	logicians	Joachim Jungius was a German mathematician, logician and philosopher of science.
Joachim_of_Fiore	Joachim of Fiore	Q199991	https://en.wikipedia.org/wiki/Joachim_of_Fiore	11th through 14th centuries		Joachim of Fiore, also known as Joachim of Flora, was an Italian Christian theologian, Catholic abbot, and the founder of the monastic order of San Giovanni in Fiore.
Johann_Augustus_Eberhard	Johann Augustus Eberhard	Q942414	https://en.wikipedia.org/wiki/Johann_Augustus_Eberhard	18th century		Johann Augustus Eberhard was a German theologian and "popular philosopher".
Johann_Friedrich_Herbart	Johann Friedrich Herbart	Q76685	https://en.wikipedia.org/wiki/Johann_Friedrich_Herbart	18th century	aestheticians, ethicists	Johann Friedrich Herbart was a German philosopher, psychologist and founder of pedagogy as an academic discipline.
Johann_Georg_Hamann	Johann Georg Hamann	Q76499	https://en.wikipedia.org/wiki/Johann_Georg_Hamann	18th century		Johann Georg Hamann was a German Lutheran philosopher from Königsberg.
Johann_Gottfried_Herder	Johann Gottfried Herder	Q155547	https://en.wikipedia.org/wiki/Johann_Gottfried_Herder	18th century	aestheticians, social and political philosophers	Johann Gottfried von Herder was a German philosopher, theologian, pastor, poet, and literary critic.
Johann_Gottlieb_Fichte	Johann Gottlieb Fichte	Q102585	https://en.wikipedia.org/wiki/Johann_Gottlieb_Fichte	18th century		Johann Gottlieb Fichte was a German philosopher, and a founding figure of German idealism, which developed from the theoretical and ethical writings of Immanuel Kant.
Johann_Heinrich_Abicht	Johann Heinrich Abicht	Q67258	https://en.wikipedia.org/wiki/Johann_Heinrich_Abicht	18th century		Johann Heinrich Abicht was a German philosopher.
Johann_Heinrich_Lambert	Johann Heinrich Lambert	Q122999	https://en.wikipedia.org/wiki/Johann_Heinrich_Lambert	18th century	logicians	Johann Heinrich Lambert was an Alsatian polymath from the Republic of Mulhouse—then an associate of the Swiss Confederacy—who made fundamental contributions to mathematics, physics, philosophy, astronomy, and map projections.
Johann_Ulrich_von_Cramer	Johann Ulrich von Cramer	Q4237557	https://en.wikipedia.org/wiki/Johann_Ulrich_von_Cramer	18th century		Johann Ulrich von Cramer was an eminent German judge, legal scholar, and Enlightenment philosopher.
Johann_Wolfgang_von_Goethe	Johann Wolfgang von Goethe	Q5879	https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe	18th century		Johann Wolfgang von Goethe was a German polymath who is widely regarded as the most influential writer in the German language.
Johannes_Clauberg	Johannes Clauberg	Q72072	https://en.wikipedia.org/wiki/Johannes_Clauberg	17th century		Johannes Clauberg was a German philosopher and theologian.
Johannes_Crellius	Johannes Crellius	Q72274	https://en.wikipedia.org/wiki/Johannes_Crellius	15th and 16th centuries		Johannes Crellius was a Polish and German theologian.
Johannes_Kepler	Johannes Kepler	Q8963	https://en.wikipedia.org/wiki/Johannes_Kepler	15th and 16th centuries		Johannes Kepler was a German polymath who was an astronomer, mathematician, astrologer, natural philosopher and music theorist.
Johannes_Nikolaus_Tetens	Johannes Nikolaus Tetens	Q63081	https://en.wikipedia.org/wiki/Johannes_Nikolaus_Tetens	18th century		Johannes Nikolaus Tetens was a German-Danish philosopher, statistician and scientist.
Johannes_Tauler	Johannes Tauler	Q60281	https://en.wikipedia.org/wiki/Johannes_Tauler	11th through 14th centuries		Johannes Tauler OP was a German mystic, a Catholic priest and a theologian.
John_Abercrombie_(physician)	John Abercrombie (physician)	Q581552	https://en.wikipedia.org/wiki/John_Abercrombie_(physician)	18th century		John Abercrombie was a Scottish physician, author, philosopher and philanthropist.
John_Adams	John Adams	Q11806	https://en.wikipedia.org/wiki/John_Adams	18th century		John Adams was a Founding Father and the second president of the United States from 1797 to 1801.
John_Allen_(historian)	John Allen (historian)	Q6218742	https://en.wikipedia.org/wiki/John_Allen_(historian)	18th century		John Allen was an eighteenth and nineteenth century political and historical writer, and Master of the College of God's Gift in Dulwich.
John_Amos_Comenius	John Amos Comenius	Q12735	https://en.wikipedia.org/wiki/John_Amos_Comenius	15th and 16th centuries		John Amos Comenius was a Moravian philosopher, pedagogue and theologian who is considered the father of modern education.
John_Anderson_(philosopher)	John Anderson (philosopher)	Q3296918	https://en.wikipedia.org/wiki/John_Anderson_(philosopher)	19th century		John Anderson was a Scottish philosopher who occupied the post of Challis Professor of Philosophy at Sydney University from 1927 to 1958.
John_Austin_(legal_philosopher)	John Austin (legal philosopher)	Q60837	https://en.wikipedia.org/wiki/John_Austin_(legal_philosopher)	18th century		John Austin was an English legal theorist who posthumously influenced British and American law with an analytical approach to jurisprudence and a theory of legal positivism.
John_B._Watson	John B. Watson	Q217477	https://en.wikipedia.org/wiki/John_B._Watson	19th century		John Broadus Watson was an American psychologist who popularized the scientific theory of behaviorism, establishing it as a psychological school.
John_Balguy	John Balguy	Q3170511	https://en.wikipedia.org/wiki/John_Balguy	17th century		John Balguy was an English divine and philosopher.
John_Ballantyne_(minister)	John Ballantyne (minister)	Q14948874	https://en.wikipedia.org/wiki/John_Ballantyne_(minister)	18th century		John Ballantyne was a Scottish minister of religion.
John_Calvin	John Calvin	Q37577	https://en.wikipedia.org/wiki/John_Calvin	15th and 16th centuries		John Calvin was a French theologian, pastor and reformer in Geneva during the Protestant Reformation.
John_Capreolus	John Capreolus	Q6170357	https://en.wikipedia.org/wiki/John_Capreolus	11th through 14th centuries		John Capreolus, in French Jean Capréolus and in Latin Johannes Capreolus, was a French Dominican theologian and Thomist.
John_Cook_Wilson	John Cook Wilson	Q3817476	https://en.wikipedia.org/wiki/John_Cook_Wilson	19th century		John Cook Wilson was an English philosopher, Wykeham Professor of Logic and Fellow of New College.
John_Dewey	John Dewey	Q131805	https://en.wikipedia.org/wiki/John_Dewey	19th century	aestheticians, epistemologists	John Dewey was an American philosopher, psychologist, and educational reformer.
John_Elof_Boodin	John Elof Boodin	Q6231699	https://en.wikipedia.org/wiki/John_Elof_Boodin	19th century		John Elof Boodin was a Swedish-born American philosopher and educator.
John_Fiske_(philosopher)	John Fiske (philosopher)	Q3140992	https://en.wikipedia.org/wiki/John_Fiske_(philosopher)	19th century		John Fiske was an American philosopher and historian.
John_G._Neihardt	John G. Neihardt	Q6250218	https://en.wikipedia.org/wiki/John_G._Neihardt	19th century		John Gneisenau Neihardt was an American writer and poet, amateur historian and ethnographer.
John_Gay	John Gay	Q321660	https://en.wikipedia.org/wiki/John_Gay	17th century		John Gay was an English poet and dramatist and member of the Scriblerus Club.
John_Grote	John Grote	Q5772968	https://en.wikipedia.org/wiki/John_Grote	19th century		John Grote was an English moral philosopher and Anglican clergyman.
John_Henry_Newman	John Henry Newman	Q44490	https://en.wikipedia.org/wiki/John_Henry_Newman	19th century	logicians	John Henry Newman was an English Catholic theologian, academic, philosopher, historian, writer, and poet.
John_Herschel	John Herschel	Q14278	https://en.wikipedia.org/wiki/John_Herschel	18th century		Sir John Frederick William Herschel, 1st Baronet was an English polymath active as a mathematician, astronomer, chemist, inventor and experimental photographer who invented the blueprint and did botanical work.
John_Hoppus	John Hoppus	Q6239843	https://en.wikipedia.org/wiki/John_Hoppus	18th century		John Hoppus FRS was an English Congregational minister, author, Fellow of the Royal Society, abolitionist and educational reformer.
John_Lewis_(philosopher)	John Lewis (philosopher)	Q1999078	https://en.wikipedia.org/wiki/John_Lewis_(philosopher)	19th century		John Lewis was a British Unitarian minister and Marxist philosopher and author of many works on philosophy, anthropology, and religion.
John_Locke	John Locke	Q9353	https://en.wikipedia.org/wiki/John_Locke	17th century	epistemologists, ethicists, social and political philosophers	John Locke was an English philosopher and physician, widely regarded as one of the most influential of the Enlightenment thinkers and commonly known as the "father of liberalism".
John_Macmurray	John Macmurray	Q6246319	https://en.wikipedia.org/wiki/John_Macmurray	19th century		John Macmurray was a Scottish philosopher.
John_Major_(philosopher)	John Major (philosopher)	Q579194	https://en.wikipedia.org/wiki/John_Major_(philosopher)	15th and 16th centuries	logicians	John Major was a Scottish philosopher, theologian, and historian who was admired and influential.
John_Maynard_Keynes	John Maynard Keynes	Q9317	https://en.wikipedia.org/wiki/John_Maynard_Keynes	19th century		John Maynard Keynes, 1st Baron Keynes, was an English economist whose writings are considered the basis for the school of thought known as Keynesian economics, as well as its various offshoots.
John_Millar_(philosopher)	John Millar (philosopher)	Q711508	https://en.wikipedia.org/wiki/John_Millar_(philosopher)	18th century		John Millar of Glasgow was a Scottish philosopher, historian and Regius Professor of Civil Law at the University of Glasgow from 1761 to 1800.
John_Norris_(philosopher)	John Norris (philosopher)	Q3182195	https://en.wikipedia.org/wiki/John_Norris_(philosopher)	17th century		John Norris, sometimes called John Norris of Bemerton, was an English theologian, philosopher and poet associated with the Cambridge Platonists.
John_Peckham	John Peckham	Q1322939	https://en.wikipedia.org/wiki/John_Peckham	11th through 14th centuries	metaphysicians	John Peckham was a Franciscan friar and Archbishop of Canterbury in the years 1279–1292.
John_Philoponus	John Philoponus	Q317632	https://en.wikipedia.org/wiki/John_Philoponus	1st through 10th centuries		John Philoponus, also known as John the Grammarian or John of Alexandria, was a Greek-speaking philologist, Aristotelian commentator and Christian theologian from Alexandria, Byzantine Egypt, who authored a number of philosophical treatises and theological works.
John_Ray	John Ray	Q316949	https://en.wikipedia.org/wiki/John_Ray	17th century		John Ray was an English Christian naturalist and one of the earliest English parson-naturalists.
John_Scotus_Eriugena	John Scotus Eriugena	Q184500	https://en.wikipedia.org/wiki/John_Scotus_Eriugena	1st through 10th centuries		John Scotus Eriugena, also known as Johannes Scotus Erigena, John the Scot or John the Irish-born, was an Irish Neoplatonist philosopher, theologian and poet of the Early Middle Ages.
John_Selden	John Selden	Q735697	https://en.wikipedia.org/wiki/John_Selden	15th and 16th centuries		John Selden was an English jurist, a scholar of England's ancient laws and constitution and scholar of Jewish law.
John_Sergeant_(priest)	John Sergeant (priest)	Q6257310	https://en.wikipedia.org/wiki/John_Sergeant_(priest)	17th century		John Sergeant was an English Roman Catholic priest, controversialist and theologian.
John_Stuart_Mill	John Stuart Mill	Q50020	https://en.wikipedia.org/wiki/John_Stuart_Mill	19th century	ethicists, logicians, social and political philosophers	John Stuart Mill was an English philosopher, political economist, and politician.
John_Theophilus_Desaguliers	John Theophilus Desaguliers	Q658008	https://en.wikipedia.org/wiki/John_Theophilus_Desaguliers	17th century		John Theophilus Desaguliers was a French-born British natural philosopher, clergyman, engineer and freemason who was elected to the Royal Society in 1714 as experimental assistant to Isaac Newton.
John_Toland	John Toland	Q335820	https://en.wikipedia.org/wiki/John_Toland	17th century		John Toland was an Irish rationalist philosopher and freethinker, and occasional satirist, who wrote numerous books and pamphlets on political philosophy and philosophy of religion, which are early expressions of the philosophy of the Age of Enlightenment.
John_Veitch_(poet)	John Veitch (poet)	Q6261901	https://en.wikipedia.org/wiki/John_Veitch_(poet)	19th century		John Veitch, Scottish philosopher, poet and historian: John was born in Peebles; the only son of Peninsular War veteran James Veitch and his wife, Nancy Ritchie; a woman, steeped in the folk traditions of the Borders; he was educated at the University of Edinburgh.
John_Venn	John Venn	Q216811	https://en.wikipedia.org/wiki/John_Venn	19th century	logicians	John Venn, FRS, FSA was an English mathematician, logician and philosopher noted for introducing Venn diagrams, which are used in logic, set theory, probability, statistics, and computer science.
John_Witherspoon	John Witherspoon	Q1246390	https://en.wikipedia.org/wiki/John_Witherspoon	18th century		John Witherspoon was a Scottish-American Presbyterian minister, educator, farmer, and a Founding Father of the United States.
John_Wood_Oman	John Wood Oman	Q18878689	https://en.wikipedia.org/wiki/John_Wood_Oman	19th century		John Wood Oman, FBA was a Scottish theologian and Presbyterian minister.
John_Wycliffe	John Wycliffe	Q173893	https://en.wikipedia.org/wiki/John_Wycliffe	11th through 14th centuries		John Wycliffe was an English scholastic philosopher, Christian reformer, Catholic priest, and a theology professor at the University of Oxford.
John_of_Damascus	John of Damascus	Q51884	https://en.wikipedia.org/wiki/John_of_Damascus	1st through 10th centuries		John of Damascus or John Damascene, born Yūḥana ibn Manṣūr ibn Sarjūn, was a Christian monk, priest, hymnographer, and apologist.
John_of_Jandun	John of Jandun	Q573807	https://en.wikipedia.org/wiki/John_of_Jandun	11th through 14th centuries		John of Jandun or John of Jaudun was a French philosopher, theologian, and political writer.
John_of_La_Rochelle	John of La Rochelle	Q6265864	https://en.wikipedia.org/wiki/John_of_La_Rochelle	11th through 14th centuries		John of La Rochelle, was a French Franciscan, scholastic philosopher, and theologian.
John_of_Mirecourt	John of Mirecourt	Q371962	https://en.wikipedia.org/wiki/John_of_Mirecourt	11th through 14th centuries		John of Mirecourt, also known as Monachus Albus, was a Cistercian scholastic philosopher of the fourteenth century, from Mirecourt, Lorraine.
John_of_Paris	John of Paris	Q717037	https://en.wikipedia.org/wiki/John_of_Paris	11th through 14th centuries		John of Paris, also called Jean Quidort and Johannes de Soardis, was a French philosopher, theologian, and Dominican friar.
John_of_Ruusbroec	John of Ruusbroec	Q920312	https://en.wikipedia.org/wiki/John_of_Ruusbroec	11th through 14th centuries		John of Ruusbroec or Jan van Ruusbroec, sometimes modernized Ruysbroeck, was an Augustinian canon and one of the most important of the medieval mystics of the Low Countries.
John_of_Salisbury	John of Salisbury	Q264028	https://en.wikipedia.org/wiki/John_of_Salisbury	11th through 14th centuries		John of Salisbury, who described himself as Johannes Parvus, was an English author, philosopher, educationalist, diplomat and bishop of Chartres.
John_of_St._Thomas	John of St. Thomas	Q3735496	https://en.wikipedia.org/wiki/John_of_St._Thomas	15th and 16th centuries	logicians, metaphysicians	John of St. Thomas , born João Poinsot, was a Portuguese Dominican friar, Thomist theologian, and professor of philosophy.
Jonathan_Edwards_(theologian)	Jonathan Edwards (theologian)	Q313073	https://en.wikipedia.org/wiki/Jonathan_Edwards_(theologian)	18th century	aestheticians	Jonathan Edwards was an American revivalist preacher, philosopher, and Congregationalist theologian.
Joseph_Butler	Joseph Butler	Q218322	https://en.wikipedia.org/wiki/Joseph_Butler	17th century		Joseph Butler was an English Anglican bishop, theologian, apologist, and philosopher, born in Wantage in the English county of Berkshire.
Joseph_Glanvill	Joseph Glanvill	Q2713252	https://en.wikipedia.org/wiki/Joseph_Glanvill	17th century		Joseph Glanvill was an English writer, philosopher, and clergyman.
Joseph_Priestley	Joseph Priestley	Q159636	https://en.wikipedia.org/wiki/Joseph_Priestley	18th century	social and political philosophers	Joseph Priestley was an English chemist, Unitarian, natural philosopher, separatist theologian, grammarian, multi-subject educator and classical liberal political theorist.
Joseph_Schumpeter	Joseph Schumpeter	Q78477	https://en.wikipedia.org/wiki/Joseph_Schumpeter	19th century		Joseph Alois Schumpeter was an Austrian political economist.
Joseph_Solomon_Delmedigo	Joseph Solomon Delmedigo	Q969675	https://en.wikipedia.org/wiki/Joseph_Solomon_Delmedigo	15th and 16th centuries		Joseph Solomon Delmedigo, also known as Yashar Mi-Qandia, was a rabbi, author, physician, mathematician, and music theorist.
Joseph_de_Maistre	Joseph de Maistre	Q309854	https://en.wikipedia.org/wiki/Joseph_de_Maistre	18th century	social and political philosophers	Joseph Marie, comte de Maistre, was a Savoyard lawyer, diplomat, and political philosopher.
Joseph_ibn_Tzaddik	Joseph ibn Tzaddik	Q958426	https://en.wikipedia.org/wiki/Joseph_ibn_Tzaddik	11th through 14th centuries		Rabbi Joseph ben Jacob ibn Tzaddik was a Spanish rabbi, poet, and philosopher.
Josephus_Flavius_Cook	Josephus Flavius Cook	Q6288508	https://en.wikipedia.org/wiki/Josephus_Flavius_Cook	19th century		Josephus Flavius Cook, commonly known as Joseph Cook, was an American philosophical lecturer, clergyman, and writer.
Josiah_Royce	Josiah Royce	Q471260	https://en.wikipedia.org/wiki/Josiah_Royce	19th century		Josiah Royce was an American pragmatist and absolute idealist philosopher and the founder of American idealism.
José_Ortega_y_Gasset	José Ortega y Gasset	Q153020	https://en.wikipedia.org/wiki/Jos%C3%A9_Ortega_y_Gasset	19th century	social and political philosophers	José Ortega y Gasset was a Spanish philosopher and essayist.
Juan_Donoso_Cortés	Juan Donoso Cortés	Q723141	https://en.wikipedia.org/wiki/Juan_Donoso_Cort%C3%A9s	19th century	social and political philosophers	Juan Francisco María de la Salud Donoso Cortés y Fernández Canedo, marqués de Valdegamas was a Spanish writer, diplomat, politician, and Catholic political theologian.
Juan_Luis_Vives	Juan Luis Vives	Q316357	https://en.wikipedia.org/wiki/Juan_Luis_Vives	15th and 16th centuries		Juan Luis Vives y March was a Spanish scholar and Renaissance humanist who spent most of his adult life in the southern Habsburg Netherlands.
Juan_de_Mariana	Juan de Mariana	Q939889	https://en.wikipedia.org/wiki/Juan_de_Mariana	15th and 16th centuries		Juan de Mariana was a Spanish Jesuit priest, Scholastic, historian, and member of the Monarchomachs.
Judah_Halevi	Judah Halevi	Q299200	https://en.wikipedia.org/wiki/Judah_Halevi	11th through 14th centuries		Judah haLevi was a Sephardic Jewish poet, physician and philosopher.
Judah_Leon_Abravanel	Judah Leon Abravanel	Q467062	https://en.wikipedia.org/wiki/Judah_Leon_Abravanel	15th and 16th centuries		Judah Leon Abravanel or Abrabanel, otherwise known by the pen name of Leo the Hebrew, was a Portuguese–Jewish philosopher, physician, and poet.
Judah_Messer_Leon	Judah Messer Leon	Q669640	https://en.wikipedia.org/wiki/Judah_Messer_Leon	15th and 16th centuries		Judah ben Jehiel,, more usually called Judah Messer Leon, was an Italian rabbi, teacher, physician, and philosopher.
Judah_ben_Moses_Romano	Judah ben Moses Romano	Q6302169	https://en.wikipedia.org/wiki/Judah_ben_Moses_Romano	11th through 14th centuries		Judah ben Moses Romano was an Italian Jewish philosopher and translator of the fourteenth century.
